team,season,wins,losses,pace,ortg,drtg,net_rating,srs,threepar,ftr,ft_fga,games,win_pct,spacing_index
Utah Jazz*,2019,50.0,32.0,100.3,110.9,105.7,5.2,5.28,0.394,0.295,0.217,82.0,0.6097560975609756,0.09900000000000003
Washington Wizards,2019,32.0,50.0,101.4,111.1,113.9,-2.8,-3.3,0.37,0.266,0.204,82.0,0.3902439024390244,0.10399999999999998
Atlanta Hawks,2020,20.0,47.0,103.0,107.2,114.8,-7.6,-7.71,0.398,0.258,0.204,67.0,0.29850746268656714,0.14
Boston Celtics*,2020,48.0,24.0,99.5,113.3,107.0,6.3,5.83,0.386,0.259,0.207,72.0,0.6666666666666666,0.127
Brooklyn Nets*,2020,35.0,37.0,101.4,108.9,109.5,-0.6,-1.01,0.423,0.267,0.199,72.0,0.4861111111111111,0.15599999999999997
Charlotte Hornets,2020,23.0,42.0,95.8,106.3,113.3,-7.0,-7.03,0.399,0.252,0.188,65.0,0.35384615384615387,0.14700000000000002
Chicago Bulls,2020,22.0,43.0,99.7,106.7,109.8,-3.1,-4.0,0.396,0.231,0.175,65.0,0.3384615384615385,0.165
Cleveland Cavaliers,2020,19.0,46.0,98.7,107.5,115.4,-7.9,-7.77,0.362,0.227,0.172,65.0,0.2923076923076923,0.13499999999999998
Dallas Mavericks*,2020,43.0,32.0,99.3,116.7,111.7,5.0,4.87,0.457,0.264,0.206,75.0,0.5733333333333334,0.193
Denver Nuggets*,2020,46.0,27.0,97.1,113.1,111.0,2.1,2.35,0.344,0.235,0.183,73.0,0.6301369863013698,0.10899999999999999
Detroit Pistons,2020,20.0,46.0,97.6,109.0,112.7,-3.7,-4.38,0.381,0.261,0.194,66.0,0.30303030303030304,0.12
Golden State Warriors,2020,15.0,50.0,100.3,105.2,113.8,-8.6,-8.12,0.355,0.264,0.212,65.0,0.23076923076923078,0.09099999999999997
Houston Rockets*,2020,44.0,28.0,103.7,112.9,110.1,2.8,3.13,0.501,0.288,0.228,72.0,0.6111111111111112,0.21300000000000002
Indiana Pacers*,2020,45.0,28.0,98.9,110.0,108.0,2.0,1.63,0.317,0.216,0.17,73.0,0.6164383561643836,0.101
Los Angeles Clippers*,2020,49.0,23.0,101.5,113.9,107.6,6.3,6.66,0.375,0.295,0.233,72.0,0.6805555555555556,0.08000000000000002
Los Angeles Lakers*,2020,52.0,19.0,100.9,112.0,106.3,5.7,6.28,0.358,0.276,0.201,71.0,0.7323943661971831,0.08199999999999996
Memphis Grizzlies,2020,34.0,39.0,102.8,109.2,110.3,-1.1,-0.91,0.346,0.24,0.183,73.0,0.4657534246575342,0.10599999999999998
Miami Heat*,2020,44.0,29.0,98.3,112.5,109.5,3.0,2.59,0.419,0.299,0.234,73.0,0.6027397260273972,0.12
Milwaukee Bucks*,2020,56.0,17.0,105.1,112.4,102.9,9.5,9.41,0.428,0.271,0.201,73.0,0.7671232876712328,0.15699999999999997
Minnesota Timberwolves,2020,19.0,45.0,103.4,108.1,112.2,-4.1,-4.02,0.433,0.277,0.209,64.0,0.296875,0.15599999999999997
New Orleans Pelicans,2020,30.0,42.0,103.7,110.7,111.9,-1.2,-0.55,0.403,0.256,0.186,72.0,0.4166666666666667,0.14700000000000002
New York Knicks,2020,21.0,45.0,98.6,106.5,113.0,-6.5,-6.72,0.318,0.263,0.182,66.0,0.3181818181818182,0.05499999999999999
Oklahoma City Thunder*,2020,44.0,28.0,98.8,110.8,108.8,2.0,2.33,0.353,0.29,0.231,72.0,0.6111111111111112,0.063
Orlando Magic*,2020,33.0,40.0,98.6,108.5,109.5,-1.0,-0.93,0.364,0.256,0.198,73.0,0.4520547945205479,0.10799999999999998
Philadelphia 76ers*,2020,43.0,30.0,99.0,111.3,109.0,2.3,2.25,0.36,0.255,0.193,73.0,0.589041095890411,0.10499999999999998
Phoenix Suns,2020,34.0,39.0,101.3,111.7,111.4,0.3,0.56,0.361,0.271,0.226,73.0,0.4657534246575342,0.08999999999999997
Portland Trail Blazers*,2020,35.0,39.0,100.7,113.7,114.8,-1.1,-0.61,0.374,0.242,0.194,74.0,0.47297297297297297,0.132
Sacramento Kings,2020,31.0,41.0,98.9,110.2,112.2,-2.0,-1.59,0.395,0.23,0.177,72.0,0.4305555555555556,0.165
San Antonio Spurs,2020,32.0,39.0,100.5,112.4,113.5,-1.1,-0.65,0.318,0.262,0.212,71.0,0.4507042253521127,0.055999999999999994
Toronto Raptors*,2020,53.0,19.0,100.9,111.1,105.0,6.1,5.97,0.421,0.264,0.21,72.0,0.7361111111111112,0.15699999999999997
Utah Jazz*,2020,44.0,28.0,98.6,112.3,109.9,2.4,2.52,0.414,0.268,0.208,72.0,0.6111111111111112,0.14599999999999996
Washington Wizards,2020,25.0,47.0,102.7,110.9,115.5,-4.6,-5.24,0.358,0.27,0.213,72.0,0.3472222222222222,0.08799999999999997
Atlanta Hawks,2021,20.0,47.0,103.0,107.2,114.8,-7.6,-7.71,0.398,0.258,0.204,67.0,0.29850746268656714,0.14
Boston Celtics*,2021,48.0,24.0,99.5,113.3,107.0,6.3,5.83,0.386,0.259,0.207,72.0,0.6666666666666666,0.127
Brooklyn Nets*,2021,35.0,37.0,101.4,108.9,109.5,-0.6,-1.01,0.423,0.267,0.199,72.0,0.4861111111111111,0.15599999999999997
Charlotte Hornets,2021,23.0,42.0,95.8,106.3,113.3,-7.0,-7.03,0.399,0.252,0.188,65.0,0.35384615384615387,0.14700000000000002
Chicago Bulls,2021,22.0,43.0,99.7,106.7,109.8,-3.1,-4.0,0.396,0.231,0.175,65.0,0.3384615384615385,0.165
Cleveland Cavaliers,2021,19.0,46.0,98.7,107.5,115.4,-7.9,-7.77,0.362,0.227,0.172,65.0,0.2923076923076923,0.13499999999999998
Dallas Mavericks*,2021,43.0,32.0,99.3,116.7,111.7,5.0,4.87,0.457,0.264,0.206,75.0,0.5733333333333334,0.193
Denver Nuggets*,2021,46.0,27.0,97.1,113.1,111.0,2.1,2.35,0.344,0.235,0.183,73.0,0.6301369863013698,0.10899999999999999
Detroit Pistons,2021,20.0,46.0,97.6,109.0,112.7,-3.7,-4.38,0.381,0.261,0.194,66.0,0.30303030303030304,0.12
Golden State Warriors,2021,15.0,50.0,100.3,105.2,113.8,-8.6,-8.12,0.355,0.264,0.212,65.0,0.23076923076923078,0.09099999999999997
Houston Rockets*,2021,44.0,28.0,103.7,112.9,110.1,2.8,3.13,0.501,0.288,0.228,72.0,0.6111111111111112,0.21300000000000002
Indiana Pacers*,2021,45.0,28.0,98.9,110.0,108.0,2.0,1.63,0.317,0.216,0.17,73.0,0.6164383561643836,0.101
Los Angeles Clippers*,2021,49.0,23.0,101.5,113.9,107.6,6.3,6.66,0.375,0.295,0.233,72.0,0.6805555555555556,0.08000000000000002
Los Angeles Lakers*,2021,52.0,19.0,100.9,112.0,106.3,5.7,6.28,0.358,0.276,0.201,71.0,0.7323943661971831,0.08199999999999996
Memphis Grizzlies,2021,34.0,39.0,102.8,109.2,110.3,-1.1,-0.91,0.346,0.24,0.183,73.0,0.4657534246575342,0.10599999999999998
Miami Heat*,2021,44.0,29.0,98.3,112.5,109.5,3.0,2.59,0.419,0.299,0.234,73.0,0.6027397260273972,0.12
Milwaukee Bucks*,2021,56.0,17.0,105.1,112.4,102.9,9.5,9.41,0.428,0.271,0.201,73.0,0.7671232876712328,0.15699999999999997
Minnesota Timberwolves,2021,19.0,45.0,103.4,108.1,112.2,-4.1,-4.02,0.433,0.277,0.209,64.0,0.296875,0.15599999999999997
New Orleans Pelicans,2021,30.0,42.0,103.7,110.7,111.9,-1.2,-0.55,0.403,0.256,0.186,72.0,0.4166666666666667,0.14700000000000002
New York Knicks,2021,21.0,45.0,98.6,106.5,113.0,-6.5,-6.72,0.318,0.263,0.182,66.0,0.3181818181818182,0.05499999999999999
Oklahoma City Thunder*,2021,44.0,28.0,98.8,110.8,108.8,2.0,2.33,0.353,0.29,0.231,72.0,0.6111111111111112,0.063
Orlando Magic*,2021,33.0,40.0,98.6,108.5,109.5,-1.0,-0.93,0.364,0.256,0.198,73.0,0.4520547945205479,0.10799999999999998
Philadelphia 76ers*,2021,43.0,30.0,99.0,111.3,109.0,2.3,2.25,0.36,0.255,0.193,73.0,0.589041095890411,0.10499999999999998
Phoenix Suns,2021,34.0,39.0,101.3,111.7,111.4,0.3,0.56,0.361,0.271,0.226,73.0,0.4657534246575342,0.08999999999999997
Portland Trail Blazers*,2021,35.0,39.0,100.7,113.7,114.8,-1.1,-0.61,0.374,0.242,0.194,74.0,0.47297297297297297,0.132
Sacramento Kings,2021,31.0,41.0,98.9,110.2,112.2,-2.0,-1.59,0.395,0.23,0.177,72.0,0.4305555555555556,0.165
San Antonio Spurs,2021,32.0,39.0,100.5,112.4,113.5,-1.1,-0.65,0.318,0.262,0.212,71.0,0.4507042253521127,0.055999999999999994
Toronto Raptors*,2021,53.0,19.0,100.9,111.1,105.0,6.1,5.97,0.421,0.264,0.21,72.0,0.7361111111111112,0.15699999999999997
Utah Jazz*,2021,44.0,28.0,98.6,112.3,109.9,2.4,2.52,0.414,0.268,0.208,72.0,0.6111111111111112,0.14599999999999996
Washington Wizards,2021,25.0,47.0,102.7,110.9,115.5,-4.6,-5.24,0.358,0.27,0.213,72.0,0.3472222222222222,0.08799999999999997
Atlanta Hawks*,2022,43.0,39.0,97.7,116.5,114.9,1.6,1.55,0.39,0.253,0.205,82.0,0.524390243902439,0.137
Boston Celtics*,2022,51.0,31.0,96.6,114.4,106.9,7.5,7.02,0.425,0.239,0.195,82.0,0.6219512195121951,0.186
Brooklyn Nets*,2022,44.0,38.0,99.0,113.6,112.8,0.8,0.82,0.359,0.246,0.198,82.0,0.5365853658536586,0.11299999999999999
Charlotte Hornets,2022,43.0,39.0,100.0,114.1,113.7,0.4,0.53,0.418,0.234,0.173,82.0,0.524390243902439,0.18399999999999997
Chicago Bulls*,2022,46.0,36.0,98.3,113.2,113.6,-0.4,-0.38,0.332,0.248,0.201,82.0,0.5609756097560976,0.08400000000000002
Cleveland Cavaliers,2022,44.0,38.0,96.1,111.9,109.7,2.2,2.04,0.387,0.261,0.198,82.0,0.5365853658536586,0.126
Dallas Mavericks*,2022,52.0,30.0,95.4,112.8,109.4,3.4,3.12,0.439,0.249,0.192,82.0,0.6341463414634146,0.19
Denver Nuggets*,2022,48.0,34.0,97.8,114.5,112.1,2.4,2.16,0.416,0.244,0.194,82.0,0.5853658536585366,0.172
Detroit Pistons,2022,23.0,59.0,98.4,106.0,113.8,-7.8,-7.36,0.391,0.249,0.194,82.0,0.2804878048780488,0.14200000000000002
Golden State Warriors*,2022,53.0,29.0,98.4,112.5,106.9,5.6,5.52,0.456,0.235,0.181,82.0,0.6463414634146342,0.22100000000000003
Houston Rockets,2022,20.0,62.0,100.9,108.4,116.7,-8.3,-8.26,0.448,0.284,0.202,82.0,0.24390243902439024,0.16400000000000003
Indiana Pacers,2022,25.0,57.0,98.0,112.6,116.1,-3.5,-3.26,0.395,0.239,0.184,82.0,0.3048780487804878,0.15600000000000003
Los Angeles Clippers,2022,42.0,40.0,98.0,110.1,110.1,0.0,0.09,0.391,0.224,0.178,82.0,0.5121951219512195,0.167
Los Angeles Lakers,2022,33.0,49.0,100.1,110.3,113.3,-3.0,-3.08,0.388,0.259,0.19,82.0,0.4024390243902439,0.129
Memphis Grizzlies*,2022,56.0,26.0,100.3,114.6,109.0,5.6,5.37,0.346,0.245,0.18,82.0,0.6829268292682927,0.10099999999999998
Miami Heat*,2022,53.0,29.0,95.9,113.7,109.1,4.6,4.23,0.422,0.252,0.204,82.0,0.6463414634146342,0.16999999999999998
Milwaukee Bucks*,2022,51.0,31.0,99.9,115.1,111.8,3.3,3.22,0.43,0.257,0.199,82.0,0.6219512195121951,0.173
Minnesota Timberwolves*,2022,46.0,36.0,100.9,114.3,111.7,2.6,2.53,0.454,0.254,0.198,82.0,0.5609756097560976,0.2
New Orleans Pelicans*,2022,36.0,46.0,97.2,112.0,113.0,-1.0,-0.84,0.365,0.264,0.208,82.0,0.43902439024390244,0.10099999999999998
New York Knicks,2022,37.0,45.0,95.9,110.4,110.5,-0.1,-0.01,0.428,0.28,0.208,82.0,0.45121951219512196,0.14799999999999996
Oklahoma City Thunder,2022,24.0,58.0,98.6,104.6,112.8,-8.2,-7.9,0.419,0.223,0.169,82.0,0.2926829268292683,0.19599999999999998
Orlando Magic,2022,22.0,60.0,99.2,104.5,112.5,-8.0,-7.67,0.417,0.223,0.175,82.0,0.2682926829268293,0.19399999999999998
Philadelphia 76ers*,2022,51.0,31.0,96.2,113.5,110.8,2.7,2.57,0.376,0.282,0.232,82.0,0.6219512195121951,0.09400000000000003
Phoenix Suns*,2022,64.0,18.0,99.8,114.8,107.3,7.5,6.94,0.354,0.221,0.176,82.0,0.7804878048780488,0.13299999999999998
Portland Trail Blazers,2022,27.0,55.0,98.3,107.8,116.9,-9.1,-8.55,0.422,0.248,0.188,82.0,0.32926829268292684,0.174
Sacramento Kings,2022,30.0,52.0,99.8,109.9,115.3,-5.4,-5.26,0.377,0.264,0.203,82.0,0.36585365853658536,0.11299999999999999
San Antonio Spurs,2022,34.0,48.0,100.0,112.4,112.3,0.1,0.02,0.345,0.22,0.166,82.0,0.4146341463414634,0.12499999999999997
Toronto Raptors*,2022,48.0,34.0,96.0,112.9,110.5,2.4,2.38,0.375,0.234,0.177,82.0,0.5853658536585366,0.141
Utah Jazz*,2022,49.0,33.0,97.1,116.7,110.5,6.2,5.67,0.468,0.271,0.208,82.0,0.5975609756097561,0.197
Washington Wizards,2022,35.0,47.0,97.0,111.1,114.5,-3.4,-3.23,0.356,0.252,0.197,82.0,0.4268292682926829,0.10399999999999998
Atlanta Hawks*,2023,41.0,41.0,100.7,116.6,116.3,0.3,0.32,0.331,0.244,0.2,82.0,0.5,0.08700000000000002
Boston Celtics*,2023,57.0,25.0,98.5,118.0,111.5,6.5,6.38,0.48,0.243,0.197,82.0,0.6951219512195121,0.237
Brooklyn Nets*,2023,45.0,37.0,98.3,115.0,114.1,0.9,1.03,0.397,0.26,0.208,82.0,0.5487804878048781,0.137
Charlotte Hornets,2023,27.0,55.0,100.8,109.2,115.3,-6.1,-5.89,0.36,0.261,0.195,82.0,0.32926829268292684,0.09899999999999998
Chicago Bulls,2023,40.0,42.0,98.5,113.5,112.2,1.3,1.37,0.333,0.251,0.203,82.0,0.4878048780487805,0.08200000000000002
Cleveland Cavaliers*,2023,51.0,31.0,95.7,116.1,110.6,5.5,5.23,0.371,0.264,0.206,82.0,0.6219512195121951,0.10699999999999998
Dallas Mavericks,2023,38.0,44.0,96.6,116.8,116.7,0.1,-0.14,0.487,0.298,0.225,82.0,0.4634146341463415,0.189
Denver Nuggets*,2023,53.0,29.0,98.1,117.6,114.2,3.4,3.04,0.361,0.259,0.194,82.0,0.6463414634146342,0.10199999999999998
Detroit Pistons,2023,17.0,65.0,99.0,110.7,118.9,-8.2,-7.73,0.372,0.295,0.227,82.0,0.2073170731707317,0.07700000000000001
Golden State Warriors*,2023,44.0,38.0,101.6,116.1,114.4,1.7,1.66,0.479,0.224,0.178,82.0,0.5365853658536586,0.255
Houston Rockets,2023,22.0,60.0,99.0,111.4,119.3,-7.9,-7.62,0.359,0.285,0.215,82.0,0.2682926829268293,0.07400000000000001
Indiana Pacers,2023,35.0,47.0,101.1,114.6,117.7,-3.1,-2.91,0.413,0.265,0.209,82.0,0.4268292682926829,0.14799999999999996
Los Angeles Clippers*,2023,44.0,38.0,98.0,115.0,114.5,0.5,0.31,0.387,0.278,0.217,82.0,0.5365853658536586,0.10899999999999999
Los Angeles Lakers*,2023,43.0,39.0,101.3,114.5,113.9,0.6,0.43,0.351,0.299,0.232,82.0,0.524390243902439,0.05199999999999999
Memphis Grizzlies*,2023,51.0,31.0,101.1,115.1,111.2,3.9,3.6,0.372,0.259,0.19,82.0,0.6219512195121951,0.11299999999999999
Miami Heat*,2023,44.0,38.0,96.3,113.0,113.3,-0.3,-0.13,0.408,0.27,0.224,82.0,0.5365853658536586,0.13799999999999996
Milwaukee Bucks*,2023,58.0,24.0,100.5,115.4,111.9,3.5,3.61,0.446,0.248,0.184,82.0,0.7073170731707317,0.198
Minnesota Timberwolves*,2023,42.0,40.0,101.0,113.7,113.8,-0.1,-0.22,0.381,0.271,0.205,82.0,0.5121951219512195,0.10999999999999999
New Orleans Pelicans,2023,42.0,40.0,99.1,114.4,112.5,1.9,1.63,0.344,0.279,0.221,82.0,0.5121951219512195,0.06499999999999995
New York Knicks*,2023,47.0,35.0,97.1,117.8,114.8,3.0,2.99,0.4,0.285,0.217,82.0,0.573170731707317,0.11500000000000005
Oklahoma City Thunder,2023,40.0,42.0,101.1,115.2,114.2,1.0,0.96,0.369,0.256,0.207,82.0,0.4878048780487805,0.11299999999999999
Orlando Magic,2023,34.0,48.0,99.3,111.6,114.2,-2.6,-2.39,0.361,0.29,0.227,82.0,0.4146341463414634,0.07100000000000001
Philadelphia 76ers*,2023,54.0,28.0,96.9,117.7,113.3,4.4,4.37,0.389,0.3,0.25,82.0,0.6585365853658537,0.08900000000000002
Phoenix Suns*,2023,45.0,37.0,98.2,115.1,113.0,2.1,2.08,0.362,0.241,0.191,82.0,0.5487804878048781,0.121
Portland Trail Blazers,2023,33.0,49.0,98.6,114.8,118.8,-4.0,-3.96,0.413,0.289,0.23,82.0,0.4024390243902439,0.124
Sacramento Kings*,2023,48.0,34.0,100.3,119.4,116.8,2.6,2.3,0.423,0.284,0.225,82.0,0.5853658536585366,0.139
San Antonio Spurs,2023,22.0,60.0,101.6,110.2,120.0,-9.8,-9.82,0.348,0.229,0.17,82.0,0.2682926829268293,0.11899999999999997
Toronto Raptors,2023,41.0,41.0,97.1,115.5,114.0,1.5,1.59,0.351,0.257,0.201,82.0,0.5,0.09399999999999997
Utah Jazz,2023,37.0,45.0,100.5,115.8,116.7,-0.9,-1.03,0.421,0.265,0.209,82.0,0.45121951219512196,0.15599999999999997
Washington Wizards,2023,35.0,47.0,98.6,114.4,115.6,-1.2,-1.06,0.365,0.258,0.202,82.0,0.4268292682926829,0.10699999999999998
Atlanta Hawks,2024,36.0,46.0,100.1,117.2,119.4,-2.2,-2.38,0.408,0.251,0.2,82.0,0.43902439024390244,0.15699999999999997
Boston Celtics*,2024,64.0,18.0,97.2,123.2,111.6,11.6,10.75,0.471,0.224,0.18,82.0,0.7804878048780488,0.24699999999999997
Brooklyn Nets,2024,32.0,50.0,96.9,113.2,116.1,-2.9,-3.02,0.412,0.234,0.177,82.0,0.3902439024390244,0.17799999999999996
Charlotte Hornets,2024,21.0,61.0,97.3,109.3,119.8,-10.5,-10.12,0.391,0.212,0.167,82.0,0.25609756097560976,0.17900000000000002
Chicago Bulls,2024,39.0,43.0,96.3,114.9,116.3,-1.4,-1.77,0.358,0.236,0.187,82.0,0.47560975609756095,0.122
Cleveland Cavaliers*,2024,48.0,34.0,97.2,115.2,112.7,2.5,1.98,0.422,0.234,0.179,82.0,0.5853658536585366,0.18799999999999997
Dallas Mavericks*,2024,50.0,32.0,100.1,117.6,115.4,2.2,2.3,0.441,0.251,0.19,82.0,0.6097560975609756,0.19
Denver Nuggets*,2024,57.0,25.0,96.8,118.5,113.0,5.5,5.23,0.352,0.224,0.17,82.0,0.6951219512195121,0.12799999999999997
Detroit Pistons,2024,14.0,68.0,99.8,109.7,118.8,-9.1,-9.06,0.36,0.246,0.193,82.0,0.17073170731707318,0.11399999999999999
Golden State Warriors,2024,46.0,36.0,99.2,117.8,115.2,2.6,2.77,0.425,0.219,0.171,82.0,0.5609756097560976,0.206
Houston Rockets,2024,41.0,41.0,99.0,114.5,113.4,1.1,1.24,0.397,0.257,0.199,82.0,0.5,0.14
Indiana Pacers*,2024,47.0,35.0,101.7,121.0,118.0,3.0,2.75,0.38,0.222,0.173,82.0,0.573170731707317,0.158
Los Angeles Clippers*,2024,51.0,31.0,97.2,118.8,115.4,3.4,3.41,0.383,0.256,0.211,82.0,0.6219512195121951,0.127
Los Angeles Lakers*,2024,47.0,35.0,100.9,115.9,115.3,0.6,1.07,0.358,0.276,0.216,82.0,0.573170731707317,0.08199999999999996
Memphis Grizzlies,2024,27.0,55.0,98.2,107.2,114.3,-7.1,-6.57,0.428,0.238,0.182,82.0,0.32926829268292684,0.19
Miami Heat*,2024,46.0,36.0,96.2,114.0,112.2,1.8,1.1,0.394,0.257,0.21,82.0,0.5609756097560976,0.137
Milwaukee Bucks*,2024,49.0,33.0,99.9,118.4,115.8,2.6,2.44,0.43,0.27,0.209,82.0,0.5975609756097561,0.15999999999999998
Minnesota Timberwolves*,2024,56.0,26.0,97.1,115.6,109.0,6.6,6.39,0.384,0.27,0.209,82.0,0.6829268292682927,0.11399999999999999
New Orleans Pelicans*,2024,49.0,33.0,97.9,117.4,112.9,4.5,4.46,0.373,0.261,0.202,82.0,0.5975609756097561,0.11199999999999999
New York Knicks*,2024,50.0,32.0,95.2,118.2,113.4,4.8,4.36,0.404,0.246,0.192,82.0,0.6097560975609756,0.15800000000000003
Oklahoma City Thunder*,2024,57.0,25.0,99.8,119.5,112.1,7.4,7.36,0.383,0.24,0.198,82.0,0.6951219512195121,0.14300000000000002
Orlando Magic*,2024,47.0,35.0,96.9,113.4,111.3,2.1,1.48,0.369,0.287,0.218,82.0,0.573170731707317,0.08200000000000002
Philadelphia 76ers*,2024,47.0,35.0,97.5,116.9,113.8,3.1,2.51,0.373,0.264,0.218,82.0,0.573170731707317,0.10899999999999999
Phoenix Suns*,2024,49.0,33.0,98.3,117.6,114.6,3.0,3.08,0.378,0.271,0.219,82.0,0.5975609756097561,0.10699999999999998
Portland Trail Blazers,2024,21.0,61.0,97.2,108.3,117.5,-9.2,-8.29,0.37,0.228,0.181,82.0,0.25609756097560976,0.142
Sacramento Kings,2024,46.0,36.0,98.8,116.9,115.2,1.7,2.29,0.432,0.229,0.171,82.0,0.5609756097560976,0.20299999999999999
San Antonio Spurs,2024,22.0,60.0,101.1,110.0,116.4,-6.4,-5.8,0.401,0.22,0.172,82.0,0.2682926829268293,0.18100000000000002
Toronto Raptors,2024,25.0,57.0,99.4,112.3,118.8,-6.5,-6.45,0.369,0.241,0.182,82.0,0.3048780487804878,0.128
Utah Jazz,2024,31.0,51.0,99.5,115.5,120.4,-4.9,-4.22,0.406,0.251,0.209,82.0,0.3780487804878049,0.15500000000000003
Washington Wizards,2024,15.0,67.0,102.7,110.5,119.6,-9.1,-9.29,0.389,0.221,0.169,82.0,0.18292682926829268,0.168
Atlanta Hawks,2025,40.0,42.0,102.6,114.6,115.7,-1.1,-1.41,0.41,0.252,0.196,82.0,0.4878048780487805,0.15799999999999997
Brooklyn Nets,2025,26.0,56.0,96.4,108.5,115.8,-7.3,-6.95,0.458,0.24,0.189,82.0,0.3170731707317073,0.21800000000000003
Charlotte Hornets,2025,19.0,63.0,97.6,107.3,116.6,-9.3,-9.1,0.43,0.222,0.174,82.0,0.23170731707317074,0.208
Chicago Bulls,2025,39.0,43.0,102.8,114.1,115.6,-1.5,-1.83,0.457,0.214,0.173,82.0,0.47560975609756095,0.24300000000000002
Cleveland Cavaliers*,2025,64.0,18.0,99.8,121.7,112.2,9.5,8.81,0.457,0.241,0.187,82.0,0.7804878048780488,0.21600000000000003
Dallas Mavericks,2025,39.0,43.0,99.2,114.8,116.0,-1.2,-0.74,0.389,0.263,0.203,82.0,0.47560975609756095,0.126
Denver Nuggets*,2025,50.0,32.0,99.8,119.9,116.0,3.9,3.97,0.356,0.259,0.2,82.0,0.6097560975609756,0.09699999999999998
Detroit Pistons*,2025,44.0,38.0,99.8,115.0,113.1,1.9,1.73,0.394,0.248,0.192,82.0,0.5365853658536586,0.14600000000000002
Golden State Warriors*,2025,48.0,34.0,98.7,115.0,111.7,3.3,3.56,0.469,0.244,0.187,82.0,0.5853658536585366,0.22499999999999998
Houston Rockets*,2025,52.0,30.0,98.6,115.3,110.8,4.5,4.97,0.384,0.242,0.178,82.0,0.6341463414634146,0.14200000000000002
Indiana Pacers*,2025,50.0,32.0,99.9,116.5,114.3,2.2,1.68,0.4,0.241,0.19,82.0,0.6097560975609756,0.15900000000000003
Los Angeles Clippers*,2025,50.0,32.0,97.5,115.1,110.3,4.8,4.84,0.387,0.251,0.2,82.0,0.6097560975609756,0.136
Los Angeles Lakers*,2025,50.0,32.0,97.6,115.9,114.7,1.2,1.45,0.425,0.271,0.213,82.0,0.6097560975609756,0.15399999999999997
Memphis Grizzlies*,2025,48.0,34.0,103.3,117.7,113.0,4.7,4.79,0.406,0.249,0.196,82.0,0.5853658536585366,0.15700000000000003
Miami Heat*,2025,37.0,45.0,96.2,113.5,112.9,0.6,0.11,0.429,0.232,0.183,82.0,0.45121951219512196,0.19699999999999998
Milwaukee Bucks*,2025,48.0,34.0,99.3,115.9,113.4,2.5,2.12,0.424,0.268,0.201,82.0,0.5853658536585366,0.15599999999999997
Minnesota Timberwolves*,2025,49.0,33.0,97.3,116.6,111.5,5.1,5.15,0.455,0.249,0.196,82.0,0.5975609756097561,0.20600000000000002
New Orleans Pelicans,2025,21.0,61.0,99.1,110.4,119.9,-9.5,-8.59,0.385,0.244,0.184,82.0,0.25609756097560976,0.14100000000000001
New York Knicks*,2025,51.0,31.0,96.7,118.5,114.3,4.2,3.59,0.382,0.232,0.186,82.0,0.6219512195121951,0.15
Orlando Magic*,2025,41.0,41.0,96.1,109.4,109.6,-0.2,-0.7,0.411,0.269,0.208,82.0,0.5,0.14199999999999996
Philadelphia 76ers,2025,24.0,58.0,97.4,111.9,118.2,-6.3,-6.29,0.426,0.257,0.201,82.0,0.2926829268292683,0.16899999999999998
Phoenix Suns,2025,36.0,46.0,97.1,116.2,119.3,-3.1,-2.55,0.44,0.241,0.195,82.0,0.43902439024390244,0.199
Portland Trail Blazers,2025,36.0,46.0,98.8,111.7,114.7,-3.0,-2.67,0.418,0.246,0.187,82.0,0.43902439024390244,0.172
Sacramento Kings,2025,40.0,42.0,98.2,116.7,116.2,0.5,0.58,0.391,0.235,0.19,82.0,0.4878048780487805,0.15600000000000003
San Antonio Spurs,2025,34.0,48.0,99.3,114.4,117.2,-2.8,-2.45,0.441,0.234,0.181,82.0,0.4146341463414634,0.207
Toronto Raptors,2025,30.0,52.0,99.7,110.5,114.8,-4.3,-4.4,0.373,0.232,0.173,82.0,0.36585365853658536,0.141
Utah Jazz,2025,17.0,65.0,100.0,111.2,120.4,-9.2,-8.51,0.449,0.252,0.195,82.0,0.2073170731707317,0.197
